chr	start	end	name	score	strand	cluster_ID	cluster_ACC
14	9475167	9477648	ENSTNIG00000005424	.	+	C906	PF00400
14	9529962	9543436	ENSTNIG00000005431	.	+	C906	PF00400
14	9604683	9606043	ENSTNIG00000006026	.	+	C67	PF00001
14	9667927	9668929	ENSTNIG00000002818	.	+	C67	PF00001
14	9858384	9859607	ENSTNIG00000010713	.	-	C277	PF00046
14	9864831	9865694	ENSTNIG00000010813	.	-	C277	PF00046
14	9917794	9919921	ENSTNIG00000010715	.	+	C518	PF00075
14	9920575	9928057	ENSTNIG00000000215	.	+	C518	PF00075
14	9971800	9979770	ENSTNIG00000010718	.	-	C631	PF00096
14	10057086	10059302	ENSTNIG00000002513	.	+	C838	PF00268
14	10059894	10062021	ENSTNIG00000002512	.	-	C631	PF00096
14	10067261	10068225	ENSTNIG00000002511	.	+	C838	PF00268
14	10071388	10073593	ENSTNIG00000002509	.	-	C838	PF00268
14	10076349	10084754	ENSTNIG00000000881	.	-	C631	PF00096
14	10102469	10109308	ENSTNIG00000002504	.	-	C172	PF00023
14	10102469	10109308	ENSTNIG00000002504	.	-	C764	PF00169
14	10114486	10123247	ENSTNIG00000002502	.	-	C172	PF00023
14	10135821	10136465	ENSTNIG00000004792	.	-	C1098	PF00651
14	10138880	10140862	ENSTNIG00000004793	.	+	C631	PF00096
14	10138880	10140862	ENSTNIG00000004793	.	+	C1098	PF00651
14	10177562	10181677	ENSTNIG00000004798	.	+	C488	PF00069
14	10192867	10205340	ENSTNIG00000004801	.	+	C488	PF00069
14	10192867	10205340	ENSTNIG00000004801	.	+	C764	PF00169
14	10214949	10217564	ENSTNIG00000004804	.	+	C1098	PF00651
15	534807	541793	ENSTNIG00000002798	.	-	C94	PF00008
15	559831	562693	ENSTNIG00000019773	.	+	C94	PF00008
15	1345954	1364773	ENSTNIG00000007974	.	+	C1125	PF00754
15	1407245	1428186	ENSTNIG00000007970	.	-	C1125	PF00754
15	1477250	1483965	ENSTNIG00000007967	.	+	C806	PF00209
15	1484951	1486965	ENSTNIG00000001558	.	+	C806	PF00209
15	1488882	1489490	ENSTNIG00000007966	.	+	C806	PF00209
15	1515682	1528312	ENSTNIG00000007965	.	+	C806	PF00209
15	1901057	1904112	ENSTNIG00000007958	.	+	C329	PF00047
15	1901057	1904112	ENSTNIG00000007958	.	+	C1645	PF07686
15	1915663	1917754	ENSTNIG00000007957	.	-	C329	PF00047
15	1915663	1917754	ENSTNIG00000007957	.	-	C1645	PF07686
15	2174551	2178861	ENSTNIG00000007949	.	-	C820	PF00227
15	2179215	2179869	ENSTNIG00000001142	.	-	C820	PF00227
15	2197986	2199790	ENSTNIG00000007944	.	+	C651	PF00100
15	2200572	2202347	ENSTNIG00000007943	.	+	C651	PF00100
15	2211288	2213668	ENSTNIG00000007942	.	-	C676	PF00106
15	2221393	2223709	ENSTNIG00000007941	.	+	C1056	PF00622
15	2225154	2226649	ENSTNIG00000007939	.	+	C1334	PF02037
15	2231208	2233560	ENSTNIG00000007938	.	-	C676	PF00106
15	2244827	2253511	ENSTNIG00000007936	.	+	C1334	PF02037
15	2276900	2279327	ENSTNIG00000007933	.	+	C645	PF00097
15	2276900	2279327	ENSTNIG00000007933	.	+	C1056	PF00622
15	2302017	2304633	ENSTNIG00000000413	.	-	C645	PF00097
15	2446700	2459143	ENSTNIG00000007915	.	+	C581	PF00092
15	2446700	2459143	ENSTNIG00000007915	.	+	C1251	PF01391
15	2464362	2471149	ENSTNIG00000007914	.	+	C581	PF00092
15	2464362	2471149	ENSTNIG00000007914	.	+	C1251	PF01391
15	2493664	2495006	ENSTNIG00000007906	.	+	C66	PF00001
15	2580443	2583696	ENSTNIG00000007897	.	-	C66	PF00001
15	2693758	2703495	ENSTNIG00000007886	.	-	C145	PF00018
15	2693758	2703495	ENSTNIG00000007886	.	-	C1553	PF07653
15	2729878	2739008	ENSTNIG00000007880	.	-	C145	PF00018
15	2729878	2739008	ENSTNIG00000007880	.	-	C1553	PF07653
15	2791061	2797921	ENSTNIG00000007877	.	-	C145	PF00018
15	2855974	2858936	ENSTNIG00000007871	.	+	C365	PF00057
15	2855974	2858936	ENSTNIG00000007871	.	+	C574	PF00090
15	2855974	2858936	ENSTNIG00000007871	.	+	C1322	PF01823
15	2858911	2862184	ENSTNIG00000007870	.	-	C365	PF00057
15	2858911	2862184	ENSTNIG00000007870	.	-	C574	PF00090
15	2858911	2862184	ENSTNIG00000007870	.	-	C1322	PF01823
15	2971291	2974892	ENSTNIG00000007861	.	-	C712	PF00147
15	3051308	3053829	ENSTNIG00000007852	.	-	C712	PF00147
15	3112077	3115212	ENSTNIG00000007848	.	-	C489	PF00069
15	3157485	3161468	ENSTNIG00000007842	.	+	C489	PF00069
15	3218743	3222735	ENSTNIG00000007834	.	+	C630	PF00096
15	3248136	3249907	ENSTNIG00000007828	.	-	C630	PF00096
15	3284134	3288396	ENSTNIG00000007826	.	+	C490	PF00069
15	3284134	3288396	ENSTNIG00000007826	.	+	C1704	PF07714
15	3324806	3325875	ENSTNIG00000007818	.	+	C1427	PF03185
15	3336142	3336952	ENSTNIG00000007816	.	-	C1427	PF03185
15	3354443	3369534	ENSTNIG00000007814	.	-	C490	PF00069
15	3354443	3369534	ENSTNIG00000007814	.	-	C1704	PF07714
15	3441927	3442495	ENSTNIG00000006931	.	-	C1049	PF00615
15	3444863	3445409	ENSTNIG00000001104	.	-	C1049	PF00615
15	3448075	3450637	ENSTNIG00000006932	.	-	C1049	PF00615
15	3503872	3504717	ENSTNIG00000006935	.	+	C1049	PF00615
15	3664968	3672438	ENSTNIG00000006959	.	+	C496	PF00069
15	3688483	3693319	ENSTNIG00000006961	.	-	C629	PF00096
15	3705427	3710410	ENSTNIG00000006963	.	+	C496	PF00069
15	3720288	3722090	ENSTNIG00000006966	.	-	C629	PF00096
15	3937347	3940932	ENSTNIG00000011056	.	-	C1510	PF07303
15	3942239	3943302	ENSTNIG00000011057	.	-	C1510	PF07303
15	3949118	3961147	ENSTNIG00000011058	.	-	C1724	PF07885
15	3989462	3991497	ENSTNIG00000011060	.	-	C1724	PF07885
15	4121884	4123415	ENSTNIG00000011073	.	+	C507	PF00071
15	4121884	4123415	ENSTNIG00000011073	.	+	C1775	PF08477
15	4162235	4165382	ENSTNIG00000011081	.	+	C507	PF00071
15	4162235	4165382	ENSTNIG00000011081	.	+	C1775	PF08477
15	4274319	4277466	ENSTNIG00000011086	.	+	C1281	PF01467
15	4281852	4286856	ENSTNIG00000011087	.	+	C907	PF00400
15	4287720	4295856	ENSTNIG00000011088	.	+	C1040	PF00610
15	4305539	4307858	ENSTNIG00000011090	.	-	C1281	PF01467
15	4314154	4318840	ENSTNIG00000011092	.	+	C907	PF00400
15	4360999	4367883	ENSTNIG00000011096	.	+	C1040	PF00610
15	4369586	4375963	ENSTNIG00000011097	.	+	C492	PF00069
15	4369586	4375963	ENSTNIG00000011097	.	+	C1705	PF07714
15	4441779	4475360	ENSTNIG00000006035	.	-	C242	PF00041
15	4441779	4475360	ENSTNIG00000006035	.	-	C492	PF00069
15	4441779	4475360	ENSTNIG00000006035	.	-	C982	PF00536
15	4441779	4475360	ENSTNIG00000006035	.	-	C1262	PF01404
15	4441779	4475360	ENSTNIG00000006035	.	-	C1534	PF07647
15	4441779	4475360	ENSTNIG00000006035	.	-	C1705	PF07714
15	4506339	4522997	ENSTNIG00000015345	.	+	C242	PF00041
15	4506339	4522997	ENSTNIG00000015345	.	+	C492	PF00069
15	4506339	4522997	ENSTNIG00000015345	.	+	C982	PF00536
15	4506339	4522997	ENSTNIG00000015345	.	+	C1262	PF01404
15	4506339	4522997	ENSTNIG00000015345	.	+	C1534	PF07647
15	4506339	4522997	ENSTNIG00000015345	.	+	C1705	PF07714
15	4579618	4606795	ENSTNIG00000015340	.	+	C242	PF00041
15	4579618	4606795	ENSTNIG00000015340	.	+	C330	PF00047
15	4630378	4638328	ENSTNIG00000015338	.	+	C1259	PF01403
15	4630378	4638328	ENSTNIG00000015338	.	+	C1274	PF01437
15	4640805	4642049	ENSTNIG00000000648	.	-	C65	PF00001
15	4671267	4674659	ENSTNIG00000015334	.	+	C330	PF00047
15	4671267	4674659	ENSTNIG00000015334	.	+	C1259	PF01403
15	4671267	4674659	ENSTNIG00000015334	.	+	C1274	PF01437
15	4683451	4687421	ENSTNIG00000015333	.	+	C330	PF00047
15	4683451	4687421	ENSTNIG00000015333	.	+	C1259	PF01403
15	4683451	4687421	ENSTNIG00000015333	.	+	C1274	PF01437
15	4708603	4709990	ENSTNIG00000015329	.	-	C65	PF00001
15	5584291	5595629	ENSTNIG00000015275	.	-	C1214	PF01153
15	5668370	5685074	ENSTNIG00000015274	.	-	C1214	PF01153
15	5793225	5795665	ENSTNIG00000015265	.	+	C908	PF00400
15	5797503	5800104	ENSTNIG00000015264	.	+	C908	PF00400
15	5937570	5971782	ENSTNIG00000015254	.	+	C93	PF00008
15	5937570	5971782	ENSTNIG00000015254	.	+	C239	PF00041
15	5937570	5971782	ENSTNIG00000015254	.	+	C713	PF00147
15	5937570	5971782	ENSTNIG00000015254	.	+	C1737	PF07974
15	5986466	6001474	ENSTNIG00000015253	.	-	C93	PF00008
15	5986466	6001474	ENSTNIG00000015253	.	-	C239	PF00041
15	5986466	6001474	ENSTNIG00000015253	.	-	C713	PF00147
15	5986466	6001474	ENSTNIG00000015253	.	-	C1737	PF07974
15	6345175	6346141	ENSTNIG00000015233	.	+	C1447	PF03792
15	6423448	6430113	ENSTNIG00000006548	.	+	C1447	PF03792
15	7044867	7046451	ENSTNIG00000015208	.	+	C565	PF00089
15	7071398	7073119	ENSTNIG00000006213	.	-	C1722	PF07884
15	7076060	7078312	ENSTNIG00000015206	.	+	C582	PF00092
15	7084768	7091676	ENSTNIG00000015204	.	+	C582	PF00092
15	7092322	7103502	ENSTNIG00000001073	.	-	C565	PF00089
15	7106378	7107117	ENSTNIG00000015203	.	-	C1722	PF07884
15	7113200	7116121	ENSTNIG00000015201	.	-	C565	PF00089
15	7139051	7141283	ENSTNIG00000015199	.	-	C795	PF00194
15	7142105	7148563	ENSTNIG00000015198	.	-	C795	PF00194
15_random	16081	17324	ENSTNIG00000000086	.	+	C1642	PF07686
15_random	17958	18390	ENSTNIG00000001605	.	+	C1642	PF07686
15_random	19372	19819	ENSTNIG00000000776	.	+	C331	PF00047
15_random	19372	19819	ENSTNIG00000000776	.	+	C1642	PF07686
15_random	20690	21095	ENSTNIG00000000838	.	+	C331	PF00047
15_random	20690	21095	ENSTNIG00000000838	.	+	C1642	PF07686
15_random	22120	22611	ENSTNIG00000003660	.	+	C331	PF00047
15_random	22120	22611	ENSTNIG00000003660	.	+	C1642	PF07686
15_random	58830	75469	ENSTNIG00000002804	.	-	C355	PF00052
15_random	58830	75469	ENSTNIG00000002804	.	-	C360	PF00053
15_random	82117	88820	ENSTNIG00000003625	.	+	C355	PF00052
15_random	82117	88820	ENSTNIG00000003625	.	+	C360	PF00053
15_random	146700	150243	ENSTNIG00000003211	.	+	C546	PF00086
15_random	146700	150243	ENSTNIG00000003211	.	+	C816	PF00219
15_random	151137	152916	ENSTNIG00000000894	.	-	C546	PF00086
15_random	151137	152916	ENSTNIG00000000894	.	-	C816	PF00219
15_random	278831	280614	ENSTNIG00000008527	.	+	C836	PF00250
15_random	284203	285616	ENSTNIG00000008526	.	+	C836	PF00250
15_random	384822	387940	ENSTNIG00000008525	.	-	C493	PF00069
15_random	422653	428434	ENSTNIG00000008518	.	-	C493	PF00069
15_random	823729	901253	ENSTNIG00000008499	.	+	C171	PF00023
15_random	911578	914940	ENSTNIG00000008497	.	-	C171	PF00023
15_random	978016	978373	ENSTNIG00000001162	.	-	C494	PF00069
15_random	978389	980620	ENSTNIG00000008494	.	-	C494	PF00069
15_random	1060150	1061439	ENSTNIG00000008491	.	-	C1061	PF00625
15_random	1068428	1069939	ENSTNIG00000008489	.	-	C1061	PF00625
15_random	1094300	1103075	ENSTNIG00000008487	.	-	C682	PF00110
15_random	1120109	1124024	ENSTNIG00000008486	.	+	C682	PF00110
15_random	1206893	1207616	ENSTNIG00000008481	.	-	C393	PF00067
15_random	1216363	1218163	ENSTNIG00000008480	.	-	C393	PF00067
15_random	1241526	1267994	ENSTNIG00000008477	.	-	C70	PF00002
15_random	1241526	1267994	ENSTNIG00000008477	.	-	C1377	PF02793
15_random	1285204	1301648	ENSTNIG00000000184	.	-	C70	PF00002
15_random	1285204	1301648	ENSTNIG00000000184	.	-	C1377	PF02793
15_random	1331496	1333295	ENSTNIG00000008474	.	+	C822	PF00230
15_random	1336989	1338148	ENSTNIG00000000241	.	+	C822	PF00230
15_random	1722660	1725056	ENSTNIG00000014859	.	+	C511	PF00071
15_random	1722660	1725056	ENSTNIG00000014859	.	+	C1773	PF08477
15_random	1800172	1803031	ENSTNIG00000014866	.	+	C511	PF00071
15_random	1800172	1803031	ENSTNIG00000014866	.	+	C1773	PF08477
15_random	2610165	2611229	ENSTNIG00000014888	.	+	C157	PF00019
15_random	2650744	2652302	ENSTNIG00000014892	.	+	C157	PF00019
15_random	2656577	2658762	ENSTNIG00000014894	.	+	C220	PF00036
15_random	2727422	2740835	ENSTNIG00000014899	.	-	C220	PF00036
15_random	2810253	2828502	ENSTNIG00000014903	.	+	C699	PF00130
15_random	2864175	2871951	ENSTNIG00000014905	.	+	C495	PF00069
15_random	2885855	2889335	ENSTNIG00000014908	.	-	C1357	PF02225
15_random	2885855	2889335	ENSTNIG00000014908	.	-	C1458	PF04258
15_random	2895838	2900370	ENSTNIG00000014907	.	-	C1357	PF02225
15_random	2895838	2900370	ENSTNIG00000014907	.	-	C1458	PF04258
15_random	2902663	2905163	ENSTNIG00000014909	.	+	C495	PF00069
15_random	2906866	2911709	ENSTNIG00000014910	.	-	C978	PF00536
15_random	2906866	2911709	ENSTNIG00000014910	.	-	C1535	PF07647
15_random	2913912	2931170	ENSTNIG00000014911	.	+	C495	PF00069
15_random	2913912	2931170	ENSTNIG00000014911	.	+	C699	PF00130
15_random	2989917	2992239	ENSTNIG00000008861	.	-	C978	PF00536
15_random	2989917	2992239	ENSTNIG00000008861	.	-	C1535	PF07647
15_random	3072349	3073402	ENSTNIG00000002194	.	-	C64	PF00001
15_random	3123497	3129467	ENSTNIG00000014192	.	-	C64	PF00001
16	516434	517739	ENSTNIG00000007789	.	-	C646	PF00097
16	547795	569380	ENSTNIG00000007788	.	-	C646	PF00097
16	803684	806994	ENSTNIG00000007783	.	-	C1643	PF07686
16	864934	868251	ENSTNIG00000007780	.	+	C1643	PF07686
16	921217	925980	ENSTNIG00000007778	.	-	C486	PF00069
16	981704	992430	ENSTNIG00000007775	.	+	C486	PF00069
16	1202398	1204548	ENSTNIG00000007770	.	-	C564	PF00089
16	1221095	1223490	ENSTNIG00000007769	.	+	C564	PF00089
16	1313628	1315579	ENSTNIG00000007765	.	+	C63	PF00001
16	1322998	1323895	ENSTNIG00000007764	.	-	C63	PF00001
16	1367485	1371449	ENSTNIG00000007760	.	-	C871	PF00375
16	1372155	1374063	ENSTNIG00000007759	.	-	C871	PF00375
16	1374064	1375537	ENSTNIG00000000523	.	-	C871	PF00375
16	1452926	1466755	ENSTNIG00000007755	.	-	C510	PF00071
16	1508586	1511859	ENSTNIG00000007753	.	-	C510	PF00071
16	1508586	1511859	ENSTNIG00000007753	.	-	C1774	PF08477
16	1534023	1537613	ENSTNIG00000007752	.	-	C510	PF00071
16	1534023	1537613	ENSTNIG00000007752	.	-	C1774	PF08477
16	2232840	2236012	ENSTNIG00000007703	.	-	C1670	PF07690
16	2237681	2242240	ENSTNIG00000007704	.	-	C1670	PF07690
16	2245214	2248496	ENSTNIG00000007702	.	-	C1670	PF07690
16	2250294	2252027	ENSTNIG00000007701	.	-	C62	PF00001
16	2302595	2303716	ENSTNIG00000007700	.	-	C62	PF00001
16	2343663	2344575	ENSTNIG00000007697	.	-	C62	PF00001
16	2363889	2364141	ENSTNIG00000007696	.	+	C1077	PF00642
16	2376918	2386236	ENSTNIG00000007695	.	+	C1077	PF00642
16	2404450	2405539	ENSTNIG00000007694	.	+	C62	PF00001
16	2466602	2472161	ENSTNIG00000007691	.	-	C62	PF00001
16	2512163	2515703	ENSTNIG00000007689	.	-	C74	PF00003
16	2512163	2515703	ENSTNIG00000007689	.	-	C1207	PF01094
16	2512163	2515703	ENSTNIG00000007689	.	-	C1514	PF07562
16	2521657	2524982	ENSTNIG00000007688	.	+	C74	PF00003
16	2521657	2524982	ENSTNIG00000007688	.	+	C1207	PF01094
16	2521657	2524982	ENSTNIG00000007688	.	+	C1514	PF07562
16	2525517	2535569	ENSTNIG00000007687	.	+	C74	PF00003
16	2525517	2535569	ENSTNIG00000007687	.	+	C1207	PF01094
16	2525517	2535569	ENSTNIG00000007687	.	+	C1514	PF07562
16	2539868	2540621	ENSTNIG00000007686	.	+	C74	PF00003
16	2543144	2543894	ENSTNIG00000007685	.	+	C74	PF00003
16	2550695	2551373	ENSTNIG00000000840	.	+	C74	PF00003
16	2554061	2555353	ENSTNIG00000007684	.	+	C1207	PF01094
16	2554061	2555353	ENSTNIG00000007684	.	+	C1514	PF07562
16	2557535	2582210	ENSTNIG00000007683	.	-	C74	PF00003
16	2557535	2582210	ENSTNIG00000007683	.	-	C1207	PF01094
16	2557535	2582210	ENSTNIG00000007683	.	-	C1514	PF07562
16	2567789	2572809	ENSTNIG00000003568	.	+	C74	PF00003
16	2567789	2572809	ENSTNIG00000003568	.	+	C1207	PF01094
16	2567789	2572809	ENSTNIG00000003568	.	+	C1514	PF07562
16	2571907	2588897	ENSTNIG00000003569	.	-	C74	PF00003
16	2575218	2577904	ENSTNIG00000003541	.	+	C74	PF00003
16	2575218	2577904	ENSTNIG00000003541	.	+	C1207	PF01094
16	2575218	2577904	ENSTNIG00000003541	.	+	C1514	PF07562
16	2579028	2587454	ENSTNIG00000003540	.	+	C74	PF00003
16	2579028	2587454	ENSTNIG00000003540	.	+	C1207	PF01094
16	2579028	2587454	ENSTNIG00000003540	.	+	C1514	PF07562
16	2594418	2597951	ENSTNIG00000001733	.	-	C74	PF00003
16	2594418	2597951	ENSTNIG00000001733	.	-	C1207	PF01094
16	2594418	2597951	ENSTNIG00000001733	.	-	C1514	PF07562
16	2599526	2602788	ENSTNIG00000003539	.	-	C74	PF00003
16	2599526	2602788	ENSTNIG00000003539	.	-	C1207	PF01094
16	2599526	2602788	ENSTNIG00000003539	.	-	C1514	PF07562
16	2744358	2749535	ENSTNIG00000016173	.	-	C652	PF00100
16	2776116	2777848	ENSTNIG00000016176	.	-	C652	PF00100
16	2785468	2805369	ENSTNIG00000016179	.	-	C238	PF00041
16	2785468	2805369	ENSTNIG00000016179	.	-	C332	PF00047
16	2785468	2805369	ENSTNIG00000016179	.	-	C1591	PF07679
16	2785468	2805369	ENSTNIG00000016179	.	-	C1644	PF07686
16	2833651	2838625	ENSTNIG00000016180	.	+	C332	PF00047
16	2833651	2838625	ENSTNIG00000016180	.	+	C1591	PF07679
16	2833651	2838625	ENSTNIG00000016180	.	+	C1644	PF07686
16	2849141	2851458	ENSTNIG00000016184	.	-	C332	PF00047
16	2849141	2851458	ENSTNIG00000016184	.	-	C1591	PF07679
16	2881344	2891408	ENSTNIG00000016185	.	+	C238	PF00041
16	2881344	2891408	ENSTNIG00000016185	.	+	C332	PF00047
16	2881344	2891408	ENSTNIG00000016185	.	+	C1591	PF07679
16	2881344	2891408	ENSTNIG00000016185	.	+	C1644	PF07686
16	2932158	2954478	ENSTNIG00000016187	.	-	C332	PF00047
16	2932158	2954478	ENSTNIG00000016187	.	-	C1591	PF07679
16	2932158	2954478	ENSTNIG00000016187	.	-	C1644	PF07686
16	3055809	3078332	ENSTNIG00000016188	.	+	C240	PF00041
16	3055809	3078332	ENSTNIG00000016188	.	+	C333	PF00047
16	3055809	3078332	ENSTNIG00000016188	.	+	C1592	PF07679
16	3120361	3123887	ENSTNIG00000016192	.	-	C240	PF00041
16	3120361	3123887	ENSTNIG00000016192	.	-	C333	PF00047
16	3120361	3123887	ENSTNIG00000016192	.	-	C1592	PF07679
16	3528855	3529888	ENSTNIG00000016203	.	+	C1297	PF01554
16	3535227	3538484	ENSTNIG00000016204	.	+	C1297	PF01554
16	3547482	3548513	ENSTNIG00000000745	.	-	C1297	PF01554
16	3552091	3555211	ENSTNIG00000016206	.	+	C1297	PF01554
16	3558314	3559355	ENSTNIG00000001599	.	+	C1297	PF01554
16	3562079	3565295	ENSTNIG00000016207	.	+	C1297	PF01554
16	3569128	3571403	ENSTNIG00000000782	.	+	C1297	PF01554
16	3574868	3577220	ENSTNIG00000016208	.	+	C1297	PF01554
16	3581006	3585099	ENSTNIG00000000467	.	+	C1297	PF01554
16	3586832	3590207	ENSTNIG00000016210	.	+	C1297	PF01554
16	3596947	3600410	ENSTNIG00000016205	.	-	C1297	PF01554
16	3604255	3604879	ENSTNIG00000016211	.	-	C1297	PF01554
16	3605397	3605908	ENSTNIG00000001383	.	-	C1297	PF01554
16	3608232	3610579	ENSTNIG00000000665	.	+	C1297	PF01554
16	3611671	3613679	ENSTNIG00000016209	.	+	C1297	PF01554
16	3613680	3614791	ENSTNIG00000000732	.	+	C1297	PF01554
16	3619089	3621429	ENSTNIG00000016212	.	+	C1297	PF01554
16	3627163	3630269	ENSTNIG00000016213	.	-	C1297	PF01554
16	3781366	3782047	ENSTNIG00000016217	.	-	C61	PF00001
16	3783996	3784938	ENSTNIG00000016218	.	-	C61	PF00001
16	3968144	3972802	ENSTNIG00000016229	.	-	C487	PF00069
16	4015371	4018903	ENSTNIG00000016238	.	-	C487	PF00069
16	4120068	4127181	ENSTNIG00000016243	.	+	C1738	PF08205
16	4141748	4150753	ENSTNIG00000016244	.	+	C1738	PF08205
16	4278853	4279228	ENSTNIG00000016248	.	+	C334	PF00047
16	4278853	4279228	ENSTNIG00000016248	.	+	C1600	PF07679
16	4334395	4340112	ENSTNIG00000016249	.	+	C334	PF00047
16	4334395	4340112	ENSTNIG00000016249	.	+	C1600	PF07679
16	4334395	4340112	ENSTNIG00000016249	.	+	C1650	PF07686
16	4390468	4420227	ENSTNIG00000016250	.	-	C334	PF00047
16	4390468	4420227	ENSTNIG00000016250	.	-	C1600	PF07679
16	4390468	4420227	ENSTNIG00000016250	.	-	C1650	PF07686
16	4603169	4604117	ENSTNIG00000016255	.	+	C60	PF00001
16	4607320	4608286	ENSTNIG00000016256	.	+	C60	PF00001
16	4609182	4610139	ENSTNIG00000016257	.	+	C60	PF00001
16	5565797	5593576	ENSTNIG00000019046	.	+	C763	PF00169
16	5653365	5671067	ENSTNIG00000019042	.	-	C763	PF00169
16	5822235	5823755	ENSTNIG00000019039	.	-	C59	PF00001
16	5862489	5863536	ENSTNIG00000019036	.	+	C59	PF00001
16	6118348	6119428	ENSTNIG00000019022	.	-	C1152	PF00822
16	6123359	6124262	ENSTNIG00000019020	.	-	C1152	PF00822
16	6125228	6125909	ENSTNIG00000019019	.	-	C1152	PF00822
16	6159757	6165573	ENSTNIG00000019016	.	+	C1057	PF00622
16	6177835	6214582	ENSTNIG00000019014	.	+	C1057	PF00622
16	6217954	6230664	ENSTNIG00000019013	.	-	C484	PF00069
16	6217954	6230664	ENSTNIG00000019013	.	-	C1696	PF07714
16	6242673	6244962	ENSTNIG00000019010	.	-	C484	PF00069
16	6242673	6244962	ENSTNIG00000019010	.	-	C1696	PF07714
16	6273305	6273956	ENSTNIG00000019007	.	-	C1151	PF00822
16	6275348	6278320	ENSTNIG00000019006	.	-	C1151	PF00822
16	6282091	6283183	ENSTNIG00000019005	.	+	C1151	PF00822
16	6283974	6284610	ENSTNIG00000019004	.	+	C1151	PF00822
16	6285548	6286742	ENSTNIG00000019003	.	+	C1151	PF00822
16	6287318	6288404	ENSTNIG00000019002	.	+	C1151	PF00822
16	6289334	6290330	ENSTNIG00000001574	.	+	C1151	PF00822
16	6290957	6291593	ENSTNIG00000019001	.	+	C1151	PF00822
16	6344058	6346059	ENSTNIG00000000460	.	+	C1437	PF03451
16	6351538	6364163	ENSTNIG00000018995	.	+	C1437	PF03451
16	6574374	6586384	ENSTNIG00000018983	.	+	C483	PF00069
16	6574374	6586384	ENSTNIG00000018983	.	+	C1701	PF07714
16	6609797	6615338	ENSTNIG00000000493	.	-	C1134	PF00786
16	6667306	6671119	ENSTNIG00000006800	.	+	C483	PF00069
16	6667306	6671119	ENSTNIG00000006800	.	+	C1134	PF00786
16	6667306	6671119	ENSTNIG00000006800	.	+	C1701	PF07714
16	6696517	6706218	ENSTNIG00000006534	.	-	C483	PF00069
16	6696517	6706218	ENSTNIG00000006534	.	-	C1701	PF07714
16	6709186	6713684	ENSTNIG00000006538	.	-	C483	PF00069
16	6725151	6751287	ENSTNIG00000014277	.	+	C849	PF00307
16	6826396	6835707	ENSTNIG00000014284	.	+	C849	PF00307
16	7658478	7659877	ENSTNIG00000014324	.	-	C110	PF00010
16	7658478	7659877	ENSTNIG00000014324	.	-	C1512	PF07527
16	7661999	7663053	ENSTNIG00000000385	.	-	C110	PF00010
16	7661999	7663053	ENSTNIG00000000385	.	-	C1512	PF07527
16	7779560	7780512	ENSTNIG00000001535	.	-	C1718	PF07767
16	7781052	7783289	ENSTNIG00000014330	.	-	C1718	PF07767
16	7872609	7876180	ENSTNIG00000014339	.	-	C1239	PF01363
16	7880032	7883603	ENSTNIG00000014340	.	-	C1239	PF01363
16	7955959	7957303	ENSTNIG00000001512	.	+	C881	PF00386
16	7959581	7960486	ENSTNIG00000000567	.	+	C881	PF00386
16	8015028	8019865	ENSTNIG00000014357	.	-	C873	PF00378
16	8020558	8022995	ENSTNIG00000001500	.	-	C873	PF00378
16	8043701	8051200	ENSTNIG00000014360	.	-	C802	PF00207
16	8043701	8051200	ENSTNIG00000014360	.	-	C1327	PF01835
16	8043701	8051200	ENSTNIG00000014360	.	-	C1565	PF07677
16	8043701	8051200	ENSTNIG00000014360	.	-	C1566	PF07678
16	8043701	8051200	ENSTNIG00000014360	.	-	C1676	PF07703
16	8111785	8120713	ENSTNIG00000014366	.	-	C802	PF00207
16	8111785	8120713	ENSTNIG00000014366	.	-	C1327	PF01835
16	8111785	8120713	ENSTNIG00000014366	.	-	C1565	PF07677
16	8111785	8120713	ENSTNIG00000014366	.	-	C1566	PF07678
16	8111785	8120713	ENSTNIG00000014366	.	-	C1676	PF07703
16	8173340	8177727	ENSTNIG00000014372	.	-	C573	PF00090
16	8173340	8177727	ENSTNIG00000014372	.	-	C1267	PF01421
16	8173340	8177727	ENSTNIG00000014372	.	-	C1299	PF01562
16	8173340	8177727	ENSTNIG00000014372	.	-	C1496	PF05986
16	8179106	8182049	ENSTNIG00000014373	.	+	C573	PF00090
16	8179106	8182049	ENSTNIG00000014373	.	+	C1267	PF01421
16	8179106	8182049	ENSTNIG00000014373	.	+	C1299	PF01562
16	8179106	8182049	ENSTNIG00000014373	.	+	C1496	PF05986
16	8351196	8353436	ENSTNIG00000014385	.	-	C776	PF00171
16	8354406	8357952	ENSTNIG00000014386	.	-	C776	PF00171
16	8360836	8377972	ENSTNIG00000014387	.	-	C1694	PF07714
16	8404311	8406898	ENSTNIG00000014389	.	+	C1694	PF07714
16	8465146	8474189	ENSTNIG00000014394	.	-	C1170	PF00907
16	8487127	8493291	ENSTNIG00000014395	.	-	C1170	PF00907
16	8872823	8874792	ENSTNIG00000003511	.	-	C677	PF00106
16	8876102	8878388	ENSTNIG00000003510	.	-	C677	PF00106
17	1196094	1204937	ENSTNIG00000013106	.	-	C185	PF00028
17	1228218	1249490	ENSTNIG00000013107	.	-	C185	PF00028
17	2196185	2198915	ENSTNIG00000016652	.	-	C482	PF00069
17	2208377	2209559	ENSTNIG00000001420	.	-	C482	PF00069
