Ensembl Gene ID	Pfam ID
ENSG00000142606	PF05649
ENSG00000005073	PF12045
ENSG00000005073	PF00046
ENSG00000013561	PF01485
ENSG00000013561	PF01485
ENSG00000198930	
ENSG00000127054	
ENSG00000013561	PF01485
ENSG00000077348	PF01138
ENSG00000077348	PF03725
ENSG00000079805	PF00350
ENSG00000013561	
ENSG00000128641	PF00063
ENSG00000128641	PF06017
ENSG00000128641	PF00612
ENSG00000128641	PF00612
ENSG00000198965	PF13853
ENSG00000276836	PF00169
ENSG00000276836	PF00620
ENSG00000141905	PF00859
ENSG00000141905	PF10524
ENSG00000141905	PF03165
ENSG00000077348	PF01138
ENSG00000112592	PF00352
ENSG00000112592	PF00352
ENSG00000013561	PF05773
ENSG00000148303	PF01248
ENSG00000162104	
ENSG00000128641	PF00063
ENSG00000128641	PF06017
ENSG00000128641	PF00612
ENSG00000128641	PF00612
ENSG00000141905	PF03165
ENSG00000141905	PF10524
ENSG00000141905	PF00859
ENSG00000100162	PF11111
ENSG00000273916	PF13895
ENSG00000112592	
ENSG00000013561	
ENSG00000279152	
ENSG00000112592	PF00352
ENSG00000077348	PF03725
ENSG00000077348	PF01138
ENSG00000273916	PF13895
ENSG00000273916	
ENSG00000127054	PF16661
ENSG00000127054	PF07521
ENSG00000127054	PF10996
ENSG00000128641	PF00063
ENSG00000105205	PF00337
ENSG00000013561	
ENSG00000112592	PF00352
ENSG00000184221	PF00010
ENSG00000196924	PF00307
ENSG00000196924	PF00307
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000196924	PF00630
ENSG00000276836	PF00620
ENSG00000276836	PF00397
ENSG00000276836	PF00397
ENSG00000276836	PF00169
ENSG00000273916	
ENSG00000128641	PF00063
ENSG00000132970	PF02205
ENSG00000077348	PF01138
ENSG00000132703	PF00354
ENSG00000013561	PF05773
ENSG00000013561	PF01485
ENSG00000013561	PF01485
ENSG00000013561	PF05773
ENSG00000013561	PF01485
ENSG00000013561	PF01485
ENSG00000151322	PF00989
ENSG00000151322	PF08447
ENSG00000144231	PF03874
ENSG00000184221	
ENSG00000013561	PF05773
ENSG00000013561	PF01485
ENSG00000013561	PF01485
ENSG00000128641	PF00063
ENSG00000144231	PF03874
ENSG00000197647	PF13912
ENSG00000197647	PF13912
ENSG00000197647	PF13912
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF13894
ENSG00000197647	PF13894
ENSG00000197647	PF13894
ENSG00000127054	
ENSG00000151322	PF00989
ENSG00000151322	PF08447
ENSG00000141905	PF03165
ENSG00000141905	PF00859
ENSG00000141905	PF10524
ENSG00000074416	PF12146
ENSG00000128641	PF06017
ENSG00000128641	PF00612
ENSG00000128641	PF00612
ENSG00000128641	PF00063
ENSG00000100162	PF11111
ENSG00000132970	PF02205
ENSG00000280188	
ENSG00000105852	PF01731
ENSG00000128641	PF00063
ENSG00000141905	PF03165
ENSG00000141905	PF00859
ENSG00000141905	PF10524
ENSG00000151322	PF00989
ENSG00000151322	PF08447
ENSG00000105852	PF01731
ENSG00000074416	PF12146
ENSG00000127054	PF07521
ENSG00000127054	PF00753
ENSG00000127054	PF10996
ENSG00000144231	PF03874
ENSG00000276836	
ENSG00000100162	PF11111
ENSG00000151322	PF00989
ENSG00000151322	PF08447
ENSG00000259112	PF06374
ENSG00000185386	PF00069
ENSG00000134532	PF00505
ENSG00000151322	PF00989
ENSG00000151322	PF08447
ENSG00000276836	PF00397
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF00096
ENSG00000197647	PF13894
ENSG00000197647	PF13894
ENSG00000197647	PF13894
ENSG00000197647	PF13912
ENSG00000197647	PF13912
ENSG00000197647	PF13912
ENSG00000197647	PF01352
ENSG00000185386	PF00069
ENSG00000141905	PF00859
ENSG00000141905	PF03165
ENSG00000141905	PF10524
ENSG00000079805	PF01031
ENSG00000165219	PF02204
ENSG00000165219	PF00616
ENSG00000079215	PF00375
ENSG00000100162	PF11111
ENSG00000197647	PF00096
ENSG00000197647	PF01352
ENSG00000197647	PF13894
ENSG00000165219	PF00616
ENSG00000165219	PF02204
ENSG00000112592	PF00352
ENSG00000112592	PF00352
ENSG00000276836	
ENSG00000112592	PF00352
ENSG00000112592	PF00352
ENSG00000074416	PF12146
ENSG00000105852	PF01731
ENSG00000276836	PF00169
ENSG00000276836	PF00397
ENSG00000276836	PF00397
ENSG00000276836	PF00620
ENSG00000197647	PF01352
ENSG00000185386	PF00069
ENSG00000151322	PF00989
ENSG00000100162	PF11111
ENSG00000165219	PF00616
ENSG00000165219	PF02204
ENSG00000111641	PF17125
ENSG00000111641	PF08062
ENSG00000111641	PF08062
ENSG00000111641	PF08062
ENSG00000111641	PF01189
ENSG00000197647	
ENSG00000276836	
ENSG00000074416	PF12146
ENSG00000100162	PF11111
ENSG00000151322	PF00989
ENSG00000197647	
ENSG00000198129	PF13841
ENSG00000197343	PF01352
ENSG00000198223	PF09240
ENSG00000079215	
ENSG00000151322	
ENSG00000197647	PF01352
ENSG00000244607	
ENSG00000165219	PF02204
ENSG00000165219	PF00616
ENSG00000074416	PF12146
ENSG00000074416	PF12146
ENSG00000197647	
ENSG00000151322	
ENSG00000259112	PF06374
ENSG00000128641	PF06017
ENSG00000197647	PF01352
ENSG00000165219	PF00616
ENSG00000127054	
ENSG00000165219	PF00616
ENSG00000165219	PF02204
ENSG00000197647	PF01352
ENSG00000151322	
ENSG00000136689	PF00340
ENSG00000112592	PF00352
ENSG00000112592	PF00352
ENSG00000142511	PF00001
ENSG00000259112	PF06374
ENSG00000165219	PF02204
ENSG00000165219	PF00616
ENSG00000259112	PF06374
ENSG00000134532	PF00505
ENSG00000090104	PF00615
ENSG00000165219	PF00616
ENSG00000150401	PF14555
ENSG00000127054	PF16661
ENSG00000165219	PF00616
ENSG00000074416	PF12146
ENSG00000134532	PF00505
ENSG00000228083	PF00143
ENSG00000079805	
ENSG00000074416	PF12146
ENSG00000105852	
ENSG00000134532	PF00505
ENSG00000127054	PF16661
ENSG00000079805	
ENSG00000170364	PF00856
ENSG00000170364	PF01359
ENSG00000170364	PF05033
ENSG00000197343	
ENSG00000177182	
ENSG00000206150	PF00074
ENSG00000127054	PF16661
ENSG00000105852	
ENSG00000105852	
ENSG00000150401	PF03556
ENSG00000198223	PF09240
ENSG00000197343	PF01352
ENSG00000136689	PF00340
ENSG00000170364	PF05033
ENSG00000079215	PF00375
ENSG00000150401	PF14555
ENSG00000150401	PF03556
ENSG00000170364	
ENSG00000079215	PF00375
ENSG00000127054	PF00753
ENSG00000127054	PF10996
ENSG00000129467	PF16214
ENSG00000129467	PF00211
ENSG00000125414	PF02736
ENSG00000125414	PF00063
ENSG00000125414	PF01576
ENSG00000090104	PF00615
ENSG00000134532	PF00505
ENSG00000150401	PF14555
ENSG00000125414	PF00063
ENSG00000170364	PF00856
ENSG00000170364	PF05033
ENSG00000276051	PF00129
ENSG00000276051	PF07654
ENSG00000197343	PF00096
ENSG00000197343	PF00096
ENSG00000125414	PF02736
ENSG00000125414	PF00063
ENSG00000183324	PF15165
ENSG00000177182	PF03765
ENSG00000177182	PF00650
ENSG00000013275	PF00004
ENSG00000198223	PF09240
ENSG00000150401	PF14555
ENSG00000183324	PF15165
ENSG00000183324	PF15165
ENSG00000197343	
ENSG00000136689	PF00340
ENSG00000177182	
ENSG00000074416	PF12146
ENSG00000116106	PF00041
ENSG00000116106	PF00041
ENSG00000116106	PF07714
ENSG00000116106	PF07647
ENSG00000116106	PF01404
ENSG00000116106	PF14575
ENSG00000150401	
ENSG00000165219	PF00616
ENSG00000165219	PF02204
ENSG00000136689	PF00340
ENSG00000076513	PF11904
ENSG00000134532	PF00505
ENSG00000074416	PF12146
ENSG00000162104	PF00211
ENSG00000162104	PF00211
ENSG00000074416	PF12146
ENSG00000074416	PF12146
ENSG00000276051	PF07654
ENSG00000276051	PF00129
ENSG00000170364	PF05033
ENSG00000170364	PF01359
ENSG00000236443	PF00227
ENSG00000127054	
ENSG00000125414	PF02736
ENSG00000125414	PF00063
ENSG00000125414	PF01576
ENSG00000150401	PF14555
ENSG00000198223	PF09240
ENSG00000170364	
ENSG00000134532	
ENSG00000242076	PF07686
ENSG00000125414	PF00063
ENSG00000125414	PF02736
ENSG00000197343	
ENSG00000198223	
ENSG00000136689	PF00340
ENSG00000150401	
ENSG00000164284	
ENSG00000276051	PF07654
ENSG00000276051	PF00129
ENSG00000121104	PF15388
ENSG00000127054	PF16661
ENSG00000129467	PF16214
ENSG00000129467	PF06327
ENSG00000129467	PF00211
ENSG00000129467	PF00211
ENSG00000197343	PF01352
ENSG00000276051	PF07654
ENSG00000276051	PF00129
ENSG00000162104	PF00211
ENSG00000197343	
ENSG00000276051	PF00129
ENSG00000242076	PF07686
ENSG00000121104	PF15388
ENSG00000127054	
ENSG00000113851	PF02190
ENSG00000113851	PF03226
ENSG00000121104	PF15388
ENSG00000148303	PF01248
ENSG00000162104	PF00211
ENSG00000127054	PF16661
ENSG00000165219	PF00616
ENSG00000197343	
ENSG00000206268	PF00076
ENSG00000127054	PF16661
ENSG00000164284	PF01025
ENSG00000134532	
ENSG00000148303	PF01248
ENSG00000134532	
ENSG00000121104	PF15388
ENSG00000121104	PF15388
ENSG00000004939	PF07565
ENSG00000004939	PF00955
ENSG00000004939	PF00955
ENSG00000188997	PF02214
ENSG00000164284	
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000079215	PF00375
ENSG00000079215	PF00375
ENSG00000141127	PF13793
ENSG00000079215	PF00375
ENSG00000177182	
ENSG00000116106	PF07714
ENSG00000116106	PF01404
ENSG00000116106	PF14575
ENSG00000116106	PF07647
ENSG00000116106	PF00041
ENSG00000116106	PF00041
ENSG00000236443	PF00227
ENSG00000129467	PF00211
ENSG00000129467	PF16214
ENSG00000141127	PF13793
ENSG00000079215	PF00375
ENSG00000281674	
ENSG00000177182	PF03765
ENSG00000177182	PF00650
ENSG00000188997	PF02214
ENSG00000283496	PF15314
ENSG00000158517	PF00018
ENSG00000158517	PF00018
ENSG00000158517	PF16621
ENSG00000158517	PF08944
ENSG00000158517	PF00787
ENSG00000013275	PF00004
ENSG00000134532	
ENSG00000188997	PF02214
ENSG00000116106	PF07714
ENSG00000136542	PF00535
ENSG00000136542	PF00652
ENSG00000276051	PF07654
ENSG00000276051	PF00129
ENSG00000105501	PF07686
ENSG00000129467	PF16214
ENSG00000129467	PF06327
ENSG00000129467	PF00211
ENSG00000129467	PF00211
ENSG00000188997	PF02214
ENSG00000236443	PF00227
ENSG00000177182	
ENSG00000211846	
ENSG00000197343	PF00096
ENSG00000197343	PF00096
ENSG00000177182	
ENSG00000116106	PF00041
ENSG00000113851	PF03226
ENSG00000113851	PF02190
ENSG00000198223	PF09240
ENSG00000127054	PF00753
ENSG00000258529	PF03901
ENSG00000258529	PF10354
ENSG00000116106	PF00041
ENSG00000143702	PF00498
ENSG00000143702	PF15308
ENSG00000197343	
ENSG00000113851	PF02190
ENSG00000113851	PF03226
ENSG00000258529	PF03901
ENSG00000134532	PF00505
ENSG00000198223	PF09240
ENSG00000188997	PF02214
ENSG00000129467	PF06327
ENSG00000240671	PF07686
ENSG00000116106	
ENSG00000258529	
ENSG00000198223	PF09240
ENSG00000188997	PF02214
ENSG00000141127	PF13793
ENSG00000211880	
ENSG00000143702	PF00498
ENSG00000143702	PF15308
ENSG00000150779	PF02953
ENSG00000197343	
ENSG00000116106	PF01404
ENSG00000197343	
ENSG00000116106	PF01404
ENSG00000211866	
ENSG00000148688	PF01876
ENSG00000257184	PF00046
ENSG00000197343	
ENSG00000143702	PF15308
ENSG00000143702	PF15308
ENSG00000143702	PF00498
ENSG00000197343	
ENSG00000002586	PF12301
ENSG00000116106	PF01404
ENSG00000065970	PF00250
ENSG00000129467	
ENSG00000197343	PF00096
ENSG00000197343	PF00096
ENSG00000127054	PF00753
ENSG00000065970	PF00250
ENSG00000143702	PF15308
ENSG00000129467	
ENSG00000007171	PF00258
ENSG00000007171	PF02898
ENSG00000007171	PF00667
ENSG00000007171	PF00175
ENSG00000002586	PF12301
ENSG00000113851	PF02190
ENSG00000116106	PF07714
ENSG00000116106	PF01404
ENSG00000116106	PF14575
ENSG00000116106	PF07647
ENSG00000116106	PF00041
ENSG00000116106	PF00041
ENSG00000143702	PF15308
ENSG00000092978	PF01585
ENSG00000197343	
ENSG00000150779	
ENSG00000198223	PF09240
ENSG00000139194	PF00061
ENSG00000163106	PF14497
ENSG00000163106	PF02798
ENSG00000002586	PF12301
ENSG00000127054	
ENSG00000197343	PF00096
ENSG00000197343	PF00096
ENSG00000127054	PF00753
ENSG00000197343	
ENSG00000136696	
ENSG00000004939	PF07565
ENSG00000004939	PF00955
ENSG00000127054	
ENSG00000150779	PF02953
ENSG00000004939	
ENSG00000127054	
ENSG00000280006	
ENSG00000092978	
ENSG00000139194	PF00061
ENSG00000204237	PF09791
ENSG00000136696	PF00340
ENSG00000143702	PF15308
ENSG00000198860	PF09631
ENSG00000139194	
ENSG00000276211	PF13895
ENSG00000276211	PF13895
ENSG00000275384	PF13895
ENSG00000275384	PF13895
ENSG00000204237	
ENSG00000141127	
ENSG00000122122	PF07653
ENSG00000122122	PF12485
ENSG00000122122	PF07647
ENSG00000143702	PF15308
ENSG00000143702	PF15308
ENSG00000204237	
ENSG00000198860	PF09631
ENSG00000204237	
ENSG00000143702	PF15308
ENSG00000198860	PF09631
ENSG00000204237	
ENSG00000007171	PF02898
ENSG00000007171	PF02898
ENSG00000007171	PF00175
ENSG00000007171	PF00667
ENSG00000007171	PF00258
ENSG00000198223	PF09240
ENSG00000276211	PF13895
ENSG00000276211	PF13895
ENSG00000174562	PF00089
ENSG00000198223	PF09240
ENSG00000143702	PF15308
ENSG00000198860	PF09631
ENSG00000198860	PF09631
ENSG00000223858	PF00096
ENSG00000223858	PF01352
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000127054	PF07521
ENSG00000127054	PF10996
ENSG00000127054	PF16661
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000127054	PF07521
ENSG00000127054	PF16661
ENSG00000127054	PF10996
ENSG00000143702	
ENSG00000198900	PF14370
ENSG00000198900	PF01028
ENSG00000198900	PF02919
ENSG00000047188	PF00270
ENSG00000047188	PF04146
ENSG00000047188	PF00271
ENSG00000047188	PF04408
ENSG00000047188	PF01424
ENSG00000047188	PF07717
ENSG00000138379	PF00688
ENSG00000138379	PF00019
ENSG00000143702	
ENSG00000002586	PF12301
ENSG00000197977	PF01151
ENSG00000141127	
ENSG00000148688	PF01876
ENSG00000223858	PF00096
ENSG00000223858	PF01352
ENSG00000174562	PF00089
ENSG00000141127	
ENSG00000148688	PF01876
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000141127	
ENSG00000143702	PF00498
ENSG00000122970	
ENSG00000143702	PF00498
ENSG00000002586	
ENSG00000141127	PF13793
ENSG00000223858	PF00096
ENSG00000223858	PF01352
ENSG00000278119	PF15070
ENSG00000278119	PF15070
ENSG00000278119	PF15070
ENSG00000076513	PF11904
ENSG00000076513	PF13637
ENSG00000002586	PF12301
ENSG00000127054	PF16661
ENSG00000127054	PF10996
ENSG00000127054	PF07521
ENSG00000158517	PF00787
ENSG00000002586	PF12301
ENSG00000174562	PF00089
ENSG00000143702	PF00498
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000158517	PF00787
ENSG00000076513	PF11904
ENSG00000141127	PF14572
ENSG00000141127	PF13793
ENSG00000185798	PF12894
ENSG00000185798	PF00400
ENSG00000174562	PF00089
ENSG00000158517	
ENSG00000127054	
ENSG00000138326	PF01282
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000185798	PF00400
ENSG00000002586	
ENSG00000174562	PF00089
ENSG00000141127	
ENSG00000117481	PF01189
ENSG00000047188	PF01424
ENSG00000121594	PF08205
ENSG00000121594	PF07686
ENSG00000185798	PF00400
ENSG00000206268	PF00076
ENSG00000185798	PF12894
ENSG00000206268	
ENSG00000221837	PF13885
ENSG00000221837	PF13885
ENSG00000141127	
ENSG00000047188	PF01424
ENSG00000047188	PF00270
ENSG00000047188	PF00271
ENSG00000148688	PF01876
ENSG00000107796	PF00022
ENSG00000121594	PF08205
ENSG00000121594	PF07686
ENSG00000206268	
ENSG00000047188	PF01424
ENSG00000076513	PF11904
ENSG00000185798	PF12894
ENSG00000138326	PF01282
ENSG00000102383	PF01529
ENSG00000082497	PF06031
ENSG00000002586	PF12301
ENSG00000121594	PF07686
ENSG00000121594	PF08205
ENSG00000277626	PF00110
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000076513	PF11904
ENSG00000107796	PF00022
ENSG00000141127	
ENSG00000102383	PF01529
ENSG00000131097	PF04588
ENSG00000206268	
ENSG00000169230	PF04707
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000117481	
ENSG00000141127	PF13793
ENSG00000221837	PF13885
ENSG00000221837	PF13885
ENSG00000066455	PF09787
ENSG00000107796	PF00022
ENSG00000141127	PF13793
ENSG00000179151	PF16598
ENSG00000179151	PF09532
ENSG00000179151	PF12701
ENSG00000179151	PF03853
ENSG00000141127	PF14572
ENSG00000141127	PF13793
ENSG00000206268	
ENSG00000169230	
ENSG00000261408	PF15490
ENSG00000144747	PF12325
ENSG00000144747	PF12329
ENSG00000179151	PF12701
ENSG00000066455	PF09787
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000147255	PF13895
ENSG00000235162	PF15506
ENSG00000130529	PF00520
ENSG00000169230	PF04707
ENSG00000138326	PF01282
ENSG00000160606	PF03798
ENSG00000127054	PF10996
ENSG00000127054	PF07521
ENSG00000127054	PF00753
ENSG00000138326	PF01282
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000141127	PF14572
ENSG00000169230	PF04707
ENSG00000131097	PF04588
ENSG00000117481	
ENSG00000235162	
ENSG00000152086	PF03953
ENSG00000152086	PF00091
ENSG00000138326	PF01282
ENSG00000160606	
ENSG00000141127	PF14572
ENSG00000141127	PF14572
ENSG00000187175	PF13885
ENSG00000169230	PF04707
ENSG00000235162	PF15506
ENSG00000131097	
ENSG00000179151	PF16598
ENSG00000179151	PF09532
ENSG00000179151	PF12701
ENSG00000179151	PF03853
ENSG00000282104	PF07686
ENSG00000117481	
ENSG00000131097	
ENSG00000141127	PF14572
ENSG00000179151	PF16598
ENSG00000179151	PF09532
ENSG00000179151	PF12701
ENSG00000179151	PF03853
ENSG00000235162	PF15506
ENSG00000205445	PF13885
ENSG00000205445	PF13885
ENSG00000205445	PF13885
ENSG00000184434	PF15176
ENSG00000184434	PF13855
ENSG00000125089	
ENSG00000261408	PF00069
ENSG00000164105	PF13866
ENSG00000164105	PF13867
ENSG00000144747	PF12329
ENSG00000160606	PF03798
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000141127	PF13793
ENSG00000141127	PF14572
ENSG00000117481	PF01189
ENSG00000160606	PF03798
ENSG00000141127	
ENSG00000235162	PF15506
ENSG00000179151	PF03853
ENSG00000179151	PF09532
ENSG00000179151	PF09532
ENSG00000103089	PF00173
ENSG00000103089	PF04116
ENSG00000279230	
ENSG00000117481	
ENSG00000179151	PF16598
ENSG00000103089	PF00173
ENSG00000179151	PF16598
ENSG00000179151	PF09532
ENSG00000179151	PF12701
ENSG00000179151	PF16598
ENSG00000179151	PF12701
ENSG00000117481	
ENSG00000103089	
ENSG00000187609	
ENSG00000179151	PF12701
ENSG00000103089	
ENSG00000277885	PF00047
ENSG00000277885	PF00047
ENSG00000129151	PF06155
ENSG00000129151	PF02668
ENSG00000179151	PF12701
ENSG00000279916	
ENSG00000140455	PF02148
ENSG00000140455	PF00443
ENSG00000179151	PF12701
ENSG00000179151	PF12701
ENSG00000282755	PF16367
ENSG00000282755	PF00833
ENSG00000282755	PF16368
ENSG00000282755	PF16366
ENSG00000130958	PF03151
ENSG00000129151	PF06155
ENSG00000179151	PF12701
ENSG00000130958	PF03151
ENSG00000211934	PF07686
ENSG00000260001	PF00100
ENSG00000179151	
ENSG00000126858	PF08356
ENSG00000126858	PF00071
ENSG00000126858	PF08355
ENSG00000122970	
ENSG00000183560	PF03024
ENSG00000122970	
ENSG00000129151	PF06155
ENSG00000129151	PF02668
ENSG00000145390	PF00443
ENSG00000122970	
ENSG00000130958	PF03151
ENSG00000092201	PF08644
ENSG00000092201	PF00557
ENSG00000092201	PF14826
ENSG00000092201	PF08512
ENSG00000055957	PF06668
ENSG00000055957	PF00092
ENSG00000055957	PF08487
ENSG00000129151	PF06155
ENSG00000129151	PF02668
ENSG00000177791	PF05556
ENSG00000114279	PF00167
ENSG00000122970	
ENSG00000055957	PF08487
ENSG00000183560	PF03024
ENSG00000122970	
ENSG00000120675	
ENSG00000171953	
ENSG00000129151	PF06155
ENSG00000129151	PF02668
ENSG00000092201	PF14826
ENSG00000145390	PF00443
ENSG00000114279	PF00167
ENSG00000182601	PF00685
ENSG00000257949	PF15490
ENSG00000114279	PF00167
ENSG00000145390	
ENSG00000114279	PF00167
ENSG00000257949	PF15490
ENSG00000114279	PF00167
ENSG00000257949	PF15490
ENSG00000171953	
ENSG00000171953	
ENSG00000114279	PF00167
ENSG00000257949	PF15490
ENSG00000020181	PF13855
ENSG00000111537	PF00714
ENSG00000105393	
ENSG00000145390	PF00443
ENSG00000092201	PF14826
ENSG00000164587	PF00411
ENSG00000092201	
ENSG00000255251	PF10630
ENSG00000164587	PF00411
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000164893	PF13520
ENSG00000105393	
ENSG00000164587	PF00411
ENSG00000203667	PF12597
ENSG00000164893	PF13520
ENSG00000164587	PF00411
ENSG00000180269	PF00001
ENSG00000178568	PF01030
ENSG00000178568	PF01030
ENSG00000178568	PF14843
ENSG00000178568	PF00757
ENSG00000178568	PF07714
ENSG00000203667	PF12597
ENSG00000126858	PF00071
ENSG00000126858	PF08355
ENSG00000126858	PF08356
ENSG00000164587	PF00411
ENSG00000180269	
ENSG00000178568	PF14843
ENSG00000178568	PF01030
ENSG00000178568	PF01030
ENSG00000178568	PF07714
ENSG00000178568	PF00757
ENSG00000121068	PF12598
ENSG00000121068	PF00907
ENSG00000164587	PF00411
ENSG00000105393	
ENSG00000278229	PF00833
ENSG00000105393	
ENSG00000121068	PF00907
ENSG00000077232	PF00085
ENSG00000077232	PF00085
ENSG00000077232	PF00085
ENSG00000077232	PF00085
ENSG00000077232	PF00226
ENSG00000055957	PF06668
ENSG00000138750	
ENSG00000105393	
ENSG00000055957	
ENSG00000005102	PF00046
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000178568	PF14843
ENSG00000178568	PF01030
ENSG00000178568	PF01030
ENSG00000178568	PF00757
ENSG00000055957	PF06668
ENSG00000169131	PF01352
ENSG00000169131	PF13912
ENSG00000169131	PF13912
ENSG00000169131	PF13912
ENSG00000169131	PF00096
ENSG00000169131	PF00096
ENSG00000169131	PF00096
ENSG00000169131	PF13894
ENSG00000169131	PF13894
ENSG00000005102	
ENSG00000169131	PF01352
ENSG00000105393	
ENSG00000178568	PF01030
ENSG00000278229	PF00833
ENSG00000147548	PF00856
ENSG00000147548	PF00855
ENSG00000147548	PF00855
ENSG00000275629	PF00047
ENSG00000275629	PF00047
ENSG00000275629	PF00047
ENSG00000169131	PF01352
ENSG00000111641	PF01189
ENSG00000111641	PF08062
ENSG00000111641	PF08062
ENSG00000111641	PF08062
ENSG00000111641	PF17125
ENSG00000278229	PF00833
ENSG00000178568	PF01030
ENSG00000178568	PF01030
ENSG00000178568	PF07714
ENSG00000178568	PF00757
ENSG00000178568	PF14843
ENSG00000105393	
ENSG00000101019	
ENSG00000145349	PF00069
ENSG00000145349	PF08332
ENSG00000147548	PF00855
ENSG00000147548	PF00855
ENSG00000147548	PF00856
ENSG00000105393	
ENSG00000055957	PF00092
ENSG00000055957	PF06668
ENSG00000171953	PF07542
ENSG00000105393	
ENSG00000005102	PF00046
ENSG00000278809	PF00047
ENSG00000278809	PF00047
ENSG00000278809	PF00047
ENSG00000150776	PF15692
ENSG00000145808	PF01562
ENSG00000145808	PF00090
ENSG00000145808	PF00090
ENSG00000145808	PF00090
ENSG00000145808	PF00090
ENSG00000145808	PF00090
ENSG00000145808	PF01421
ENSG00000145808	PF08686
ENSG00000145808	PF05986
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000136918	PF00400
ENSG00000080854	PF13895
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000145349	PF08332
ENSG00000173976	PF00046
ENSG00000180219	PF12480
ENSG00000235744	PF07654
ENSG00000235744	PF00993
ENSG00000235744	PF16196
ENSG00000140455	
ENSG00000236353	PF03792
ENSG00000236353	PF00046
ENSG00000135454	PF00535
ENSG00000187609	PF01612
ENSG00000187609	PF01927
ENSG00000105393	
ENSG00000147548	PF00855
ENSG00000147548	PF00855
ENSG00000147548	PF00856
ENSG00000005102	
ENSG00000105393	
ENSG00000145808	
ENSG00000105393	
ENSG00000173976	PF00046
ENSG00000145808	PF01562
ENSG00000274049	PF04438
ENSG00000274049	PF04795
ENSG00000135454	PF00535
ENSG00000105393	
ENSG00000172232	PF00089
ENSG00000171953	
ENSG00000275629	PF00047
ENSG00000275629	PF00047
ENSG00000275629	PF00047
ENSG00000235744	
ENSG00000277401	PF00791
ENSG00000277401	PF00625
ENSG00000277401	PF00595
ENSG00000277401	PF00595
ENSG00000277401	PF00595
ENSG00000277401	PF07653
ENSG00000274049	PF04795
ENSG00000278809	PF00047
ENSG00000278809	PF00047
ENSG00000278809	PF00047
ENSG00000135454	
ENSG00000105393	
ENSG00000147548	PF00855
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000150776	PF15692
ENSG00000105393	
ENSG00000080854	PF13927
ENSG00000101353	
ENSG00000135454	PF00535
ENSG00000277401	PF00791
ENSG00000277401	PF07653
ENSG00000277401	PF00625
ENSG00000277401	PF00595
ENSG00000277401	PF00595
ENSG00000277401	PF00595
ENSG00000013619	
ENSG00000080854	PF13895
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000080854	PF13927
ENSG00000277401	PF07653
ENSG00000277401	PF00791
